id,lang_id,menu_id,code,lbl
Mxm7FHDKRGiiFBq4vEy1+Q,eYHRCo6WQFm4TBWYzAdERg,TO8DBpthSvG2/XDWOwAqtA,所属域名,BelongDomain
VDRrnI6iQqmvAhzYrWmAsw,eYHRCo6WQFm4TBWYzAdERg,TO8DBpthSvG2/XDWOwAqtA,菜单权限,MenuPermission
o3hIZOk7Q5+W/+vNRA5KBw,eYHRCo6WQFm4TBWYzAdERg,TO8DBpthSvG2/XDWOwAqtA,语言,Language
+g/E3PkJScuJlDoRXj6TLQ,eYHRCo6WQFm4TBWYzAdERg,TO8DBpthSvG2/XDWOwAqtA,锁定,Lock
xrCbUQBpQ2+IYKb9+IWmwA,eYHRCo6WQFm4TBWYzAdERg,TO8DBpthSvG2/XDWOwAqtA,启用,Enable
x5T4c3FdTMG6DhOc5pu1Og,eYHRCo6WQFm4TBWYzAdERg,TO8DBpthSvG2/XDWOwAqtA,排序,Sort
qU3Z3VxGQGqzk1pu59lLCg,eYHRCo6WQFm4TBWYzAdERg,TO8DBpthSvG2/XDWOwAqtA,备注,Remark
voezdR0FTdqL1mWWY0swKQ,eYHRCo6WQFm4TBWYzAdERg,TO8DBpthSvG2/XDWOwAqtA,创建人,Creator
SZCqJWMjQPquxwmOKlXPWQ,eYHRCo6WQFm4TBWYzAdERg,TO8DBpthSvG2/XDWOwAqtA,创建时间,CreateTime
kvbXYWIGQBO6qTx06WMPRw,eYHRCo6WQFm4TBWYzAdERg,TO8DBpthSvG2/XDWOwAqtA,更新人,Updater
E1XXmUI8QOmHib7nybbytg,eYHRCo6WQFm4TBWYzAdERg,TO8DBpthSvG2/XDWOwAqtA,更新时间,UpdateTime
,,,,
QDhAbMTFTcGk4FTMg8tLcw,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,头像,Avatar
n7s0HZzTQgidMXoSqjFbVg,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,名称,Name
VxDd1mqwRwa29V8DjCd9yQ,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,用户名,Username
xw1n0gyrTxq5EFxUXC3xFg,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,密码,Password
2959mW/iQTa+c+c6cxOyrQ,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,所属角色,BelongRole
exY2BM8MSM+N0mNoxEajeA,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,所属部门,BelongDepartment
6SRYQDTESw68eVnWihgKZQ,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,所属组织,BelongOrganization
j0H7ArlzRReivxMz6WK+0w,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,默认组织,DefaultOrganization
2sdA7dCpQ/iYgq40VL7Ung,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,锁定,Lock
kBRw5YUDSc6XFY0VldD7MA,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,启用,Enable
HCD0dtpxQ0SaoobDlpm19w,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,排序,Sort
c3Uc3rm4TVmOgwTjWz4mfg,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,备注,Remark
kf9D2rkiRPapSonlE4uA8A,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,创建人,Creator
5pIEYGimQ9WKK4/YS4UWAA,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,创建时间,CreateTime
7GNi1WuNSLGfB6LgQsxIqg,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,更新人,Updater
QOSojOY8RCaWu52hrEBfBg,eYHRCo6WQFm4TBWYzAdERg,AE6NzvHDQ3CSMdhPlSHCdg,更新时间,UpdateTime
,,,,
/wiA4H/XQfau3XgWdbG+qQ,eYHRCo6WQFm4TBWYzAdERg,9mMZgzvwTNWB8glB+h4KFg,名称,Name
zsmwVq89TgC9XZkYT3Oilw,eYHRCo6WQFm4TBWYzAdERg,9mMZgzvwTNWB8glB+h4KFg,状态,Status
Gs7gPKIiSUeC9nxTUG+2RQ,eYHRCo6WQFm4TBWYzAdERg,9mMZgzvwTNWB8glB+h4KFg,类型,Type
t+TdcHQuSfiusBBVV6ZSeQ,eYHRCo6WQFm4TBWYzAdERg,9mMZgzvwTNWB8glB+h4KFg,执行结果,ExecutionResult
BD49UzXzTq6xQLT/5z5siQ,eYHRCo6WQFm4TBWYzAdERg,9mMZgzvwTNWB8glB+h4KFg,错误信息,ErrorMessage
L6HlZtuBTP24OsrnxqkCaA,eYHRCo6WQFm4TBWYzAdERg,9mMZgzvwTNWB8glB+h4KFg,开始时间,StartTime
xbIHte3RTOSQpFCkyygk1Q,eYHRCo6WQFm4TBWYzAdERg,9mMZgzvwTNWB8glB+h4KFg,结束时间,EndTime
JtqmRTaqTjWAMUc9oTfekA,eYHRCo6WQFm4TBWYzAdERg,9mMZgzvwTNWB8glB+h4KFg,备注,Remark
FasCB66ZSiKylOjOCsv7+A,eYHRCo6WQFm4TBWYzAdERg,9mMZgzvwTNWB8glB+h4KFg,创建人,Creator
yj296V7jST+lTqTMnXeSKw,eYHRCo6WQFm4TBWYzAdERg,9mMZgzvwTNWB8glB+h4KFg,创建时间,CreateTime
zdHqFXyZQrKEId5UM0zX+A,eYHRCo6WQFm4TBWYzAdERg,9mMZgzvwTNWB8glB+h4KFg,更新人,Updater
zWRRrg8aRbeM5M9YR9Bgfw,eYHRCo6WQFm4TBWYzAdERg,9mMZgzvwTNWB8glB+h4KFg,更新时间,UpdateTime
,,,,
y1cXSy8cRoOASVkEvws6Qw,eYHRCo6WQFm4TBWYzAdERg,K2mq1MJTRdeqyP7f9oFTIQ,名称,Name
LQBbBNV0Qxiuz0s5Qecn0w,eYHRCo6WQFm4TBWYzAdERg,K2mq1MJTRdeqyP7f9oFTIQ,键,Key
ukvPJ33aTuK7DQ6l7U49qg,eYHRCo6WQFm4TBWYzAdERg,K2mq1MJTRdeqyP7f9oFTIQ,值,Value
j28/WEdOTb+1gIx0i6KiIg,eYHRCo6WQFm4TBWYzAdERg,K2mq1MJTRdeqyP7f9oFTIQ,锁定,Lock
USwjiTe6QAWKp+c2mRSMag,eYHRCo6WQFm4TBWYzAdERg,K2mq1MJTRdeqyP7f9oFTIQ,启用,Enable
z1joJPixSjKkrhCcWnKLYQ,eYHRCo6WQFm4TBWYzAdERg,K2mq1MJTRdeqyP7f9oFTIQ,排序,Sort
30J/2QbdSXmgql5hz4Io8g,eYHRCo6WQFm4TBWYzAdERg,K2mq1MJTRdeqyP7f9oFTIQ,备注,Remark
s9RHaEzPTQSoXEb+ohNFJg,eYHRCo6WQFm4TBWYzAdERg,K2mq1MJTRdeqyP7f9oFTIQ,创建人,Creator
1oLHuGD0TqC2UX3mahzLMA,eYHRCo6WQFm4TBWYzAdERg,K2mq1MJTRdeqyP7f9oFTIQ,创建时间,CreateTime
Cfe0uS7PQ6a55A/LU7yG/g,eYHRCo6WQFm4TBWYzAdERg,K2mq1MJTRdeqyP7f9oFTIQ,更新人,Updater
Cv3JKCk+R8am6Q/30v+Ecg,eYHRCo6WQFm4TBWYzAdERg,K2mq1MJTRdeqyP7f9oFTIQ,更新时间,UpdateTime
,,,,
5guN+ZLdSqOWOm+87XqxHA,eYHRCo6WQFm4TBWYzAdERg,m2YNsC/+RHOG66TLKjMHlA,名称,Name
QgYS4jsmQnmG/HCvgyWTUg,eYHRCo6WQFm4TBWYzAdERg,m2YNsC/+RHOG66TLKjMHlA,键,Key
wen4/a4GQmK4BOjZd2NNCQ,eYHRCo6WQFm4TBWYzAdERg,m2YNsC/+RHOG66TLKjMHlA,值,Value
kIi5injIS+6gAQWMuMsqbg,eYHRCo6WQFm4TBWYzAdERg,m2YNsC/+RHOG66TLKjMHlA,锁定,Lock
zccGCQ7TTWu+ero7VePlBA,eYHRCo6WQFm4TBWYzAdERg,m2YNsC/+RHOG66TLKjMHlA,启用,Eanble
AmVX+w6SRDeanf74z2O74g,eYHRCo6WQFm4TBWYzAdERg,m2YNsC/+RHOG66TLKjMHlA,排序,Sort
2GHHfwxnRwqzV62RxAZxag,eYHRCo6WQFm4TBWYzAdERg,m2YNsC/+RHOG66TLKjMHlA,备注,Remark
TtbM6OCyQfmsx2eCqir7HQ,eYHRCo6WQFm4TBWYzAdERg,m2YNsC/+RHOG66TLKjMHlA,创建人,Creator
PRtpmHVITl29iRHCMiBzNA,eYHRCo6WQFm4TBWYzAdERg,m2YNsC/+RHOG66TLKjMHlA,创建时间,CreateTime
64z6b6d7SXiT8lluG3OAbA,eYHRCo6WQFm4TBWYzAdERg,m2YNsC/+RHOG66TLKjMHlA,更新人,Updater
KBS7DtrwTtWPriyXSxVfAA,eYHRCo6WQFm4TBWYzAdERg,m2YNsC/+RHOG66TLKjMHlA,更新时间,UpdateTime
,,,,
EkxfAfCcSTGQ5xvEYZKfgA,eYHRCo6WQFm4TBWYzAdERg,ecLh8jMSQgi3N1qWaWgdsA,模块名称,ModuleName
vJdeJBWeSOOpxzhzftWlPw,eYHRCo6WQFm4TBWYzAdERg,ecLh8jMSQgi3N1qWaWgdsA,方法名称,MethodName
/eNoHnEUQjqUY/BGCU1NSw,eYHRCo6WQFm4TBWYzAdERg,ecLh8jMSQgi3N1qWaWgdsA,操作,Operation
0273ZOMHS/ad5jzv4B+/rw,eYHRCo6WQFm4TBWYzAdERg,ecLh8jMSQgi3N1qWaWgdsA,耗时(毫秒),TimeConsuming(ms)
kW4nDiXVSAqqQKDoQjS/Pg,eYHRCo6WQFm4TBWYzAdERg,ecLh8jMSQgi3N1qWaWgdsA,操作前数据,DataBeforeOperation
hWhnPRvFRvGnzcwbC1tSzA,eYHRCo6WQFm4TBWYzAdERg,ecLh8jMSQgi3N1qWaWgdsA,操作后数据,DataAfterOperation
vkJd/7WVTKWbwV4nqJqsNw,eYHRCo6WQFm4TBWYzAdERg,ecLh8jMSQgi3N1qWaWgdsA,操作人,Operator
KJtPq7vdQruesA9i5mzfjA,eYHRCo6WQFm4TBWYzAdERg,ecLh8jMSQgi3N1qWaWgdsA,操作时间,OperationTime
,,,,
RipicvwSS1+yzOB0RHC1bw,eYHRCo6WQFm4TBWYzAdERg,URsPZOBmRrCCcqZBI4J3xw,名称,Name
RuiCMDLmRGOyrWCmtN5sfA,eYHRCo6WQFm4TBWYzAdERg,URsPZOBmRrCCcqZBI4J3xw,锁定,Lock
rpSL58wQQ+CiVZNNDnC1oQ,eYHRCo6WQFm4TBWYzAdERg,URsPZOBmRrCCcqZBI4J3xw,启用,Enable
VdAS2qkhRwqCTMAXS5fpMA,eYHRCo6WQFm4TBWYzAdERg,URsPZOBmRrCCcqZBI4J3xw,排序,Sort
6ybBcjEGQD2nxqHWFHs0hQ,eYHRCo6WQFm4TBWYzAdERg,URsPZOBmRrCCcqZBI4J3xw,备注,Remark
8V1MPMETSIiQldsTgakluw,eYHRCo6WQFm4TBWYzAdERg,URsPZOBmRrCCcqZBI4J3xw,创建人,Creator
6c5gjbfYRIO7PBK/eFBGDg,eYHRCo6WQFm4TBWYzAdERg,URsPZOBmRrCCcqZBI4J3xw,创建时间,CreateTime
oT19/H3RRXKkC8lqQFQf+A,eYHRCo6WQFm4TBWYzAdERg,URsPZOBmRrCCcqZBI4J3xw,更新人,Updater
fuHeaTTDQai0C4k8F5Re9g,eYHRCo6WQFm4TBWYzAdERg,URsPZOBmRrCCcqZBI4J3xw,更新时间,UpdateTime
,,,,
O6OTzY8ZShuZYsJLESIuag,eYHRCo6WQFm4TBWYzAdERg,L+1jMngoQImVmBCHnhcz8A,父部门,Parent Department
ZzmHKhDdRvKOpjaNWRzO7w,eYHRCo6WQFm4TBWYzAdERg,L+1jMngoQImVmBCHnhcz8A,名称,Name
V7zeVyq6RmytnALhnuQW+A,eYHRCo6WQFm4TBWYzAdERg,L+1jMngoQImVmBCHnhcz8A,部门负责人,DepartmentHead
/HQdnh6sS1SCm0cVS9XFrw,eYHRCo6WQFm4TBWYzAdERg,L+1jMngoQImVmBCHnhcz8A,锁定,Lock
NjWkIMatT4ORNzzK1ly7fw,eYHRCo6WQFm4TBWYzAdERg,L+1jMngoQImVmBCHnhcz8A,启用,Enable
7n405dzWRi6/dgmSWd3VjQ,eYHRCo6WQFm4TBWYzAdERg,L+1jMngoQImVmBCHnhcz8A,排序,Sort
5qDDfYnETqCbkFvGGSs76Q,eYHRCo6WQFm4TBWYzAdERg,L+1jMngoQImVmBCHnhcz8A,组织,Organization
J4NOfCEWSKeJFdgquvNrTQ,eYHRCo6WQFm4TBWYzAdERg,L+1jMngoQImVmBCHnhcz8A,备注,Remark
Jz9aOvLBQdi/jQkTEloWcw,eYHRCo6WQFm4TBWYzAdERg,L+1jMngoQImVmBCHnhcz8A,创建人,Creator
dM05kFQkSG6G6Q2SijFg2g,eYHRCo6WQFm4TBWYzAdERg,L+1jMngoQImVmBCHnhcz8A,创建时间,CreateTime
o5EbIHH5QjazGgPAuoi9iw,eYHRCo6WQFm4TBWYzAdERg,L+1jMngoQImVmBCHnhcz8A,更新人,Updater
51EQF4/OQO2Bh+FCSFuY+Q,eYHRCo6WQFm4TBWYzAdERg,L+1jMngoQImVmBCHnhcz8A,更新时间,UpdateTime
,,,,
4kLgAGfgSeeRCmp75Uml0w,eYHRCo6WQFm4TBWYzAdERg,UVFbKnOJRfelRv93YtbqBQ,编码,Code
DX2LDE2MRL6veE4Zkmyzjg,eYHRCo6WQFm4TBWYzAdERg,UVFbKnOJRfelRv93YtbqBQ,名称,Name
3LTrrgy1SoqUHAK10e8TfA,eYHRCo6WQFm4TBWYzAdERg,UVFbKnOJRfelRv93YtbqBQ,数据类型,DataType
Ti3hM+rrQlWu2bSQKWPmvg,eYHRCo6WQFm4TBWYzAdERg,UVFbKnOJRfelRv93YtbqBQ,锁定,Lock
Wq3sbzDTQueFEnrVt0pViw,eYHRCo6WQFm4TBWYzAdERg,UVFbKnOJRfelRv93YtbqBQ,启用,Enable
Ar3qjb5WTh+c1CNsn4yExA,eYHRCo6WQFm4TBWYzAdERg,UVFbKnOJRfelRv93YtbqBQ,排序,Sort
YrquPQYdQ8iyw4RaoRSwYw,eYHRCo6WQFm4TBWYzAdERg,UVFbKnOJRfelRv93YtbqBQ,备注,Remark
oFiCPUffQ+2FINmlOTC4pg,eYHRCo6WQFm4TBWYzAdERg,UVFbKnOJRfelRv93YtbqBQ,创建人,Creator
k+3g32xAR6K6kPjkKEuMzg,eYHRCo6WQFm4TBWYzAdERg,UVFbKnOJRfelRv93YtbqBQ,创建时间,CreateTime
cSVdmxgfRkerlPthrEOTkA,eYHRCo6WQFm4TBWYzAdERg,UVFbKnOJRfelRv93YtbqBQ,更新人,Updater
3XJe8DxqSxC9p34ge43djg,eYHRCo6WQFm4TBWYzAdERg,UVFbKnOJRfelRv93YtbqBQ,更新时间,UpdateTime
,,,,
7nOAxhmcRZeY3JhxsqaumQ,eYHRCo6WQFm4TBWYzAdERg,PJk939H5R8iY8o+jZ2rQkg,系统字典,Dictionary
ROEgMzppSjSZl4oaRo+zHA,eYHRCo6WQFm4TBWYzAdERg,PJk939H5R8iY8o+jZ2rQkg,名称,Name
MXXPn/roTRWfz52X+ze/Zw,eYHRCo6WQFm4TBWYzAdERg,PJk939H5R8iY8o+jZ2rQkg,值,Value
oJR1xJX8RbeCemEFn72hKA,eYHRCo6WQFm4TBWYzAdERg,PJk939H5R8iY8o+jZ2rQkg,排序,Sort
JdQCsPouTd6yofyCGczLaw,eYHRCo6WQFm4TBWYzAdERg,PJk939H5R8iY8o+jZ2rQkg,锁定,Lock
wuJj/5azQfOYSpHzWKjT2g,eYHRCo6WQFm4TBWYzAdERg,PJk939H5R8iY8o+jZ2rQkg,启用,Enable
JhhcLUE0RB2mQrcsKWTg6Q,eYHRCo6WQFm4TBWYzAdERg,PJk939H5R8iY8o+jZ2rQkg,备注,Remark
OhrOdXadRfqJApSU9YUS/A,eYHRCo6WQFm4TBWYzAdERg,PJk939H5R8iY8o+jZ2rQkg,创建人,Creator
d2bxKWFnSTmZGUKJ8feevw,eYHRCo6WQFm4TBWYzAdERg,PJk939H5R8iY8o+jZ2rQkg,创建时间,CreateTime
TLTEnn0bRXCHJpmImGQmLg,eYHRCo6WQFm4TBWYzAdERg,PJk939H5R8iY8o+jZ2rQkg,更新人,Updater
ML8Ro5nATvSz/eAi8aPFqg,eYHRCo6WQFm4TBWYzAdERg,PJk939H5R8iY8o+jZ2rQkg,更新时间,UpdateTime
,,,,
v+dY+V/5S/i2UwXLijBblQ,eYHRCo6WQFm4TBWYzAdERg,HTt8ThGSRO2Gisb0ym4XbA,编码,Code
hevjbIcNTCmmVprBhGB38w,eYHRCo6WQFm4TBWYzAdERg,HTt8ThGSRO2Gisb0ym4XbA,名称,Name
BjetTERFQ7uBizQZgSqyew,eYHRCo6WQFm4TBWYzAdERg,HTt8ThGSRO2Gisb0ym4XbA,数据类型,DataType
B2Ad8MaKRF6BHe3IwncGAw,eYHRCo6WQFm4TBWYzAdERg,HTt8ThGSRO2Gisb0ym4XbA,锁定,Lock
7r7o59PzTL+LZAHDPpl29g,eYHRCo6WQFm4TBWYzAdERg,HTt8ThGSRO2Gisb0ym4XbA,启用,Enable
f/siD2LQS2Wxs4+VkjFQ+w,eYHRCo6WQFm4TBWYzAdERg,HTt8ThGSRO2Gisb0ym4XbA,排序,Sort
VZMsR29gRK6oTw74V9yg0w,eYHRCo6WQFm4TBWYzAdERg,HTt8ThGSRO2Gisb0ym4XbA,备注,Remark
UOQLCy7qQSyt9JBUy3JTng,eYHRCo6WQFm4TBWYzAdERg,HTt8ThGSRO2Gisb0ym4XbA,创建人,Creator
iixYFhW0T3iVbE3VUS50VA,eYHRCo6WQFm4TBWYzAdERg,HTt8ThGSRO2Gisb0ym4XbA,创建时间,CreateTime
SPKNQ+sQTBG6kRiDoQ8Fjg,eYHRCo6WQFm4TBWYzAdERg,HTt8ThGSRO2Gisb0ym4XbA,更新人,Updater
jDJkpP9GR4yRePXi5THH4g,eYHRCo6WQFm4TBWYzAdERg,HTt8ThGSRO2Gisb0ym4XbA,更新时间,UpdateTime
,,,,
819i8eB0Q7CRbZEM/EK05A,eYHRCo6WQFm4TBWYzAdERg,CLS7/z9CRoqU72vUE7vdGA,业务字典,BusinessDictionary
x8AvzLctSH6XYs6EtrPxYg,eYHRCo6WQFm4TBWYzAdERg,CLS7/z9CRoqU72vUE7vdGA,名称,Name
4DADnSikTjuLRUw70L5jLg,eYHRCo6WQFm4TBWYzAdERg,CLS7/z9CRoqU72vUE7vdGA,值,Value
G1fFqHhsQxOt5Qm933QTPQ,eYHRCo6WQFm4TBWYzAdERg,CLS7/z9CRoqU72vUE7vdGA,锁定,Lock
1nzVT7yeSWWIqX6oM5fYkQ,eYHRCo6WQFm4TBWYzAdERg,CLS7/z9CRoqU72vUE7vdGA,启用,Enable
squqKLQCSDybGDWndW23wQ,eYHRCo6WQFm4TBWYzAdERg,CLS7/z9CRoqU72vUE7vdGA,排序,Sort
Us53bi0USpSn4sk59I0UiA,eYHRCo6WQFm4TBWYzAdERg,CLS7/z9CRoqU72vUE7vdGA,备注,Remark
jGHLJCbNSuenJ2ot1jHkmQ,eYHRCo6WQFm4TBWYzAdERg,CLS7/z9CRoqU72vUE7vdGA,创建人,Creator
XWxL8DI+TaSyUIiBa3BX+w,eYHRCo6WQFm4TBWYzAdERg,CLS7/z9CRoqU72vUE7vdGA,创建时间,CreateTime
0qWljBOAQz25SwOl7qSfsA,eYHRCo6WQFm4TBWYzAdERg,CLS7/z9CRoqU72vUE7vdGA,更新人,Updater
volBS79aThG8KOB5f5Z/VA,eYHRCo6WQFm4TBWYzAdERg,CLS7/z9CRoqU72vUE7vdGA,更新时间,UpdateTime
,,,,
Wgd2m4AATRaUPhxWKAoBmg,eYHRCo6WQFm4TBWYzAdERg,avUSu4oaRnuqAAZ5zXxX9g,编码,Code
5H04m/ELSmy0hmT3NPbDGA,eYHRCo6WQFm4TBWYzAdERg,avUSu4oaRnuqAAZ5zXxX9g,名称,Name
pHDFjm+OTGCG6oDPvJM6UA,eYHRCo6WQFm4TBWYzAdERg,avUSu4oaRnuqAAZ5zXxX9g,启用,Enable
OQbQXTdhSsWbSAGpvrECRw,eYHRCo6WQFm4TBWYzAdERg,avUSu4oaRnuqAAZ5zXxX9g,排序,Sort
y+EmYBFgQ5anUNEGAbLzfA,eYHRCo6WQFm4TBWYzAdERg,avUSu4oaRnuqAAZ5zXxX9g,备注,Remark
V2rfduCIQum8lT5sGVK8iQ,eYHRCo6WQFm4TBWYzAdERg,avUSu4oaRnuqAAZ5zXxX9g,创建人,Creator
/PJsHxpUQLu3cW3kH3oprg,eYHRCo6WQFm4TBWYzAdERg,avUSu4oaRnuqAAZ5zXxX9g,创建时间,CreateTime
dQqOaZO5SvmI8LeRtVgatA,eYHRCo6WQFm4TBWYzAdERg,avUSu4oaRnuqAAZ5zXxX9g,更新人,Updater
4w73wvbWQ16xWlPLDshjzQ,eYHRCo6WQFm4TBWYzAdERg,avUSu4oaRnuqAAZ5zXxX9g,更新时间,UpdateTime
,,,,
fyVC9SVhTFysyNo64CT7Rw,eYHRCo6WQFm4TBWYzAdERg,5lhD4VfTQs2vzkZUx8U+ew,语言,Language
+ib84TrXSlCil8R2bbfWFw,eYHRCo6WQFm4TBWYzAdERg,5lhD4VfTQs2vzkZUx8U+ew,菜单,Menu
qCNWpF7dScOQA9+2aNLbJA,eYHRCo6WQFm4TBWYzAdERg,5lhD4VfTQs2vzkZUx8U+ew,编码,Code
XhT8lYv+SDugLdnbZs+1Gw,eYHRCo6WQFm4TBWYzAdERg,5lhD4VfTQs2vzkZUx8U+ew,名称,Name
SmiC1u8ZTrKSD/CCh3SQhQ,eYHRCo6WQFm4TBWYzAdERg,5lhD4VfTQs2vzkZUx8U+ew,备注,Remark
Ncd2WLw0T7yeFy+izjiSZg,eYHRCo6WQFm4TBWYzAdERg,5lhD4VfTQs2vzkZUx8U+ew,创建人,Creator
cpf+6uVER++dB0/5boHrvA,eYHRCo6WQFm4TBWYzAdERg,5lhD4VfTQs2vzkZUx8U+ew,创建时间,CreateTime
RYFlLKO8RT2H9vV0ItKToA,eYHRCo6WQFm4TBWYzAdERg,5lhD4VfTQs2vzkZUx8U+ew,更新人,Updater
P+4t/M/sTaWzZafhbrQ1TQ,eYHRCo6WQFm4TBWYzAdERg,5lhD4VfTQs2vzkZUx8U+ew,更新时间,UpdateTime
,,,,
PZZkmPgNQRqlVLe6Xk/8UA,eYHRCo6WQFm4TBWYzAdERg,vU3glaDcRtSU6zYA02lxbA,菜单,Menu
Fe6uWY++RASabtrGZTxq0g,eYHRCo6WQFm4TBWYzAdERg,vU3glaDcRtSU6zYA02lxbA,编码,Code
0CUD4zyFQGGw/Esrq9MIuQ,eYHRCo6WQFm4TBWYzAdERg,vU3glaDcRtSU6zYA02lxbA,名称,Name
MKxsAk7sR/KlKe1WykAmvw,eYHRCo6WQFm4TBWYzAdERg,vU3glaDcRtSU6zYA02lxbA,备注,Remark
mTCQpbNCSOe7XSvqdr0T3g,eYHRCo6WQFm4TBWYzAdERg,vU3glaDcRtSU6zYA02lxbA,创建人,Creator
6mq6kNs+RBGhWSh7ldK1PA,eYHRCo6WQFm4TBWYzAdERg,vU3glaDcRtSU6zYA02lxbA,创建时间,CreateTime
BGGRnvqoSV2VoODa46foBQ,eYHRCo6WQFm4TBWYzAdERg,vU3glaDcRtSU6zYA02lxbA,更新人,Updater
9WyxdWi3S9OUoLwwvFsNig,eYHRCo6WQFm4TBWYzAdERg,vU3glaDcRtSU6zYA02lxbA,更新时间,UpdateTime
,,,,
7MkigbMOQ3ijFOhiOgnSTQ,eYHRCo6WQFm4TBWYzAdERg,udIlgfLwS4SoJ8ZnLl8CqQ,菜单,Menu
0xuATSGFTI6PYroRpA7Nmg,eYHRCo6WQFm4TBWYzAdERg,udIlgfLwS4SoJ8ZnLl8CqQ,范围,Scope
x5bKxtyoTbu6u7N6WPQCsw,eYHRCo6WQFm4TBWYzAdERg,udIlgfLwS4SoJ8ZnLl8CqQ,类型,Type
6I13nvA7S5afJVbD+FO3SQ,eYHRCo6WQFm4TBWYzAdERg,udIlgfLwS4SoJ8ZnLl8CqQ,备注,Remark
bwt32CuAQV2DgPWzjavzgw,eYHRCo6WQFm4TBWYzAdERg,udIlgfLwS4SoJ8ZnLl8CqQ,创建人,Creator
tfe8sGW0QiO3gE5lmfAoSA,eYHRCo6WQFm4TBWYzAdERg,udIlgfLwS4SoJ8ZnLl8CqQ,创建时间,CreateTime
5GJVKjGYRMaq+tB/7nSTsQ,eYHRCo6WQFm4TBWYzAdERg,udIlgfLwS4SoJ8ZnLl8CqQ,更新人,Updater
F1Ik4pPYS12YfN7Nq25uwg,eYHRCo6WQFm4TBWYzAdERg,udIlgfLwS4SoJ8ZnLl8CqQ,更新时间,UpdateTime
,,,,
L7XxaHVRQ42TaDzYVYnwZQ,eYHRCo6WQFm4TBWYzAdERg,yOszxpUcTtCwoUZvFeXhow,菜单,Menu
XXFmXoZKRXenUKgsHV2cuQ,eYHRCo6WQFm4TBWYzAdERg,yOszxpUcTtCwoUZvFeXhow,编码,Code
GLu0LvIaQd+w2GdmNoBr+g,eYHRCo6WQFm4TBWYzAdERg,yOszxpUcTtCwoUZvFeXhow,名称,Name
xd3lG0GCR2mzl57eLzDLmQ,eYHRCo6WQFm4TBWYzAdERg,yOszxpUcTtCwoUZvFeXhow,备注,Remark
hJ5yiCP/S+mv/6bARYNX/w,eYHRCo6WQFm4TBWYzAdERg,yOszxpUcTtCwoUZvFeXhow,创建人,Creator
gm83a0ukQZCULNAT3Hsyyw,eYHRCo6WQFm4TBWYzAdERg,yOszxpUcTtCwoUZvFeXhow,创建时间,CreateTime
XAjhKOH6R8Wlyc9XJPNMEg,eYHRCo6WQFm4TBWYzAdERg,yOszxpUcTtCwoUZvFeXhow,更新人,Updater
TkulMFE9RJ+xaitNc5FaHQ,eYHRCo6WQFm4TBWYzAdERg,yOszxpUcTtCwoUZvFeXhow,更新时间,UpdateTime
,,,,
uJ3rWlmzTNeIkW97R8SB8A,eYHRCo6WQFm4TBWYzAdERg,6Z68pDPOR9K4RYzKB0W/qQ,类型,Type
z4dXFRvVQE2vGbwyGw0VoA,eYHRCo6WQFm4TBWYzAdERg,6Z68pDPOR9K4RYzKB0W/qQ,用户名,Username
uUkRpauURyyaSSHnkO0jfw,eYHRCo6WQFm4TBWYzAdERg,6Z68pDPOR9K4RYzKB0W/qQ,登录成功,LoginSuccess
ODNJGEIESLaSkBfUHFhHOQ,eYHRCo6WQFm4TBWYzAdERg,6Z68pDPOR9K4RYzKB0W/qQ,IP,IP
x+UZ6EPrQT2dIsA+UYbATg,eYHRCo6WQFm4TBWYzAdERg,6Z68pDPOR9K4RYzKB0W/qQ,登录时间,LoginTime
,,,,
