id,parent_id,lbl,route_path,route_query,is_enabled,order_by
ztJ2Ada2TAGn6g0T6f86Hw,,网站管理,,,1,20001
3AVV75d6Tx+rxk8vMbEJIw,ztJ2Ada2TAGn6g0T6f86Hw,SEO优化,/nuxt/seo,,1,20002
