id,tenant_id,menu_id,order_by
NBg1oXW3SPMDz8zEsTNEDw,ZDbZlC1OT8KaDg6soxMCBQ,ztJ2Ada2TAGn6g0T6f86Hw,20001
58/kKSdlzHgyFHCP0Vp1P3,ZDbZlC1OT8KaDg6soxMCBQ,3AVV75d6Tx+rxk8vMbEJIw,20002
