id,lang_id,menu_id,parent_id_lbl,lbl
4u9LaU0HQ7S9PcK1oggqqg,eYHRCo6WQFm4TBWYzAdERg,/GzRjCyZQaGRr5MFcBrtKA,System Management,SMS App
8eTwRZ9dQFaP3SXCeXcA7g,eYHRCo6WQFm4TBWYzAdERg,iXI672RUQ5qgXtKm5r+lNg,System Management,SMS Send Record
