id,role_id,menu_id,tenant_id,order_by
Ows8864ylLhjl3j/75oG/B,T/A58UzxTzK0thbZH7aZhw,/GzRjCyZQaGRr5MFcBrtKA,ZDbZlC1OT8KaDg6soxMCBQ,10070
BiDHgHqkqFQMvK0R0hega0,T/A58UzxTzK0thbZH7aZhw,iXI672RUQ5qgXtKm5r+lNg,ZDbZlC1OT8KaDg6soxMCBQ,10071
